   1.56250000E-02 ,   1.56250000E-02
   4.68750000E-02 ,   4.68750000E-02
   7.81250000E-02 ,   7.81250000E-02
  0.109375000     ,  0.109375000    
  0.140625000     ,  0.140625000    
  0.171875000     ,  0.171875000    
  0.203125000     ,  0.203125000    
  0.234375000     ,  0.234375000    
  0.265625000     ,  0.265625000    
  0.296875000     ,  0.296875000    
  0.328125000     ,  0.328125000    
  0.359375000     ,  0.359375000    
  0.390625000     ,  0.390625000    
  0.421875000     ,  0.421875000    
  0.453125000     ,  0.453125000    
  0.484375000     ,  0.484375000    
  0.515625000     ,  0.515625000    
  0.546875000     ,  0.546875000    
  0.578125000     ,  0.578125000    
  0.609375000     ,  0.609375000    
  0.640625000     ,  0.640625000    
  0.671875000     ,  0.671875000    
  0.703125000     ,  0.703125000    
  0.734375000     ,  0.734375000    
  0.765625000     ,  0.765625000    
  0.796875000     ,  0.796875000    
  0.828125000     ,  0.828125000    
  0.859375000     ,  0.859375000    
  0.890625000     ,  0.890625000    
  0.921875000     ,  0.921875000    
  0.953125000     ,  0.953125000    
